pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_活,prodPcat_海水鱼
2023-02-25,31.5,56,5,2,0.8214765533024142,0.5702422926917871,31.5,29.5,27.0,36.5,29.25,True,True
2023-02-26,31.5,57,6,2,0.8311706263658079,0.5560174366570446,31.5,29.5,27.0,36.5,29.4,True,True
2023-02-27,31.5,58,0,2,0.8406184056344782,0.5416278206559814,31.5,29.5,27.0,36.5,29.55,True,True
2023-02-28,33.0,59,1,2,0.8498170915275278,0.5270777086423722,31.5,29.5,27.0,36.5,29.75,True,True
2023-03-01,33.0,60,2,3,0.8587639582758029,0.5123714121284237,33.0,30.0,27.0,36.5,29.95,True,True
2023-03-02,34.0,61,3,3,0.8674563547295969,0.49751328890718066,33.0,30.0,27.0,36.5,30.183333333333334,True,True
2023-03-03,34.0,62,4,3,0.8758917051442429,0.48250774176121847,34.0,31.5,29.5,36.5,30.333333333333332,True,True
2023-03-04,34.0,63,5,3,0.8840675099433636,0.4673592171580022,34.0,31.5,29.5,36.5,30.483333333333334,True,True
2023-03-05,34.0,64,6,3,0.8919813464595485,0.45207220393230435,34.0,31.5,29.5,36.75,30.633333333333333,True,True
2023-03-06,34.5,65,0,3,0.8996308696522433,0.43665123195606403,34.0,31.5,29.5,37.0,30.8,True,True
2023-03-07,34.5,66,1,3,0.9070138128026359,0.4211008707960896,34.5,33.0,29.5,37.0,30.966666666666665,True,True
2023-03-08,34.5,67,2,3,0.9141279881853337,0.40542572835999735,34.5,33.0,29.5,37.0,31.133333333333333,True,True
2023-03-09,34.5,68,3,3,0.9209712877166346,0.38963044953078796,34.5,34.0,29.5,36.5,31.3,True,True
2023-03-10,34.5,69,4,3,0.9275416835791966,0.37371971479046906,34.5,34.0,29.5,35.5,31.466666666666665,True,True
2023-03-11,34.5,70,5,3,0.9338372288229252,0.35769823883312546,34.5,34.0,29.5,35.5,31.633333333333333,True,True
2023-03-12,34.5,71,6,3,0.9398560579418954,0.3415707691678556,34.5,34.0,29.5,34.833333333333336,31.8,True,True
2023-03-13,34.5,72,0,3,0.9455963874271426,0.3253420847119801,34.5,34.5,29.5,34.166666666666664,31.966666666666665,True,True
2023-03-14,34.5,73,1,3,0.9510565162951535,0.30901699437494745,34.5,34.5,29.5,33.5,32.13333333333333,True,True
2023-03-15,34.5,74,2,3,0.9562348265919056,0.29260033563334836,34.5,34.5,29.5,33.5,32.3,True,True
2023-03-16,34.5,75,3,3,0.9611297838723007,0.27609697309746883,34.5,34.5,29.5,33.5,32.46666666666667,True,True
2023-03-17,34.5,76,4,3,0.9657399376548549,0.2595117970697999,34.5,34.5,29.5,33.0,32.63333333333333,True,True
2023-03-18,34.5,77,5,3,0.9700639218515071,0.2428497220959356,34.5,34.5,29.5,33.0,32.8,True,True
2023-03-19,34.5,78,6,3,0.9741004551724205,0.22611568550828828,34.5,34.5,29.5,31.5,32.96666666666667,True,True
2023-03-20,35.0,79,0,3,0.9778483415056568,0.20931464596304847,34.5,34.5,29.5,30.0,33.15,True,True
2023-03-21,35.5,80,1,3,0.9813064702716093,0.19245158197082998,35.0,34.5,29.5,30.0,33.35,True,True
2023-03-22,35.5,81,2,3,0.9844738167520922,0.1755314904214282,35.5,34.5,29.5,30.0,33.55,True,True
2023-03-23,35.5,82,3,3,0.9873494423939864,0.15855938510313475,35.5,34.5,29.5,30.0,33.75,True,True
2023-03-24,35.5,83,4,3,0.989932495087353,0.141540295217043,35.5,34.5,30.0,30.0,33.93333333333333,True,True
2023-03-25,35.5,84,5,3,0.9922222094179323,0.12447926388678915,35.5,34.5,30.0,30.0,34.11666666666667,True,True
2023-03-26,35.5,85,6,3,0.994217906893952,0.10738134666416309,35.5,34.5,31.5,30.0,34.25,True,True
2023-03-27,35.5,86,0,3,0.995918996147179,0.09025161003104117,35.5,35.0,31.5,30.0,34.38333333333333,True,True
2023-03-28,35.5,87,1,3,0.9973249731081555,0.07309512989807777,35.5,35.5,31.5,30.0,34.516666666666666,True,True
2023-03-29,35.5,88,2,3,0.9984354211555643,0.055916990100603484,35.5,35.5,31.5,30.0,34.65,True,True
2023-03-30,35.5,89,3,3,0.9992500112396835,0.03872228089217446,35.5,35.5,33.0,30.0,34.733333333333334,True,True
2023-03-31,35.5,90,4,3,0.9997685019798909,0.021516097436222254,35.5,35.5,33.0,30.0,34.81666666666667,True,True
2023-04-01,35.75,91,5,4,0.9999907397361901,0.004303538296244289,35.5,35.5,34.0,30.0,34.875,True,True
2023-04-02,36.0,92,6,4,0.9999166586547379,-0.01291029607500882,35.75,35.5,34.0,30.0,34.94166666666667,True,True
2023-04-03,35.5,93,0,4,0.9995462806873573,-0.030120304846908114,36.0,35.5,34.0,30.0,34.99166666666667,True,True
2023-04-04,35.5,94,1,4,0.9988797155850336,-0.04732138832243185,35.5,35.5,34.0,30.0,35.041666666666664,True,True
2023-04-05,35.5,95,2,4,0.9979171608653922,-0.06450844944931623,35.5,35.5,34.5,30.0,35.075,True,True
2023-04-06,35.5,96,3,4,0.9966589017541702,-0.08167639533042241,35.5,35.5,34.5,30.0,35.108333333333334,True,True
2023-04-07,35.5,97,4,4,0.9951053111006976,-0.09882013873287143,35.5,35.5,34.5,30.0,35.141666666666666,True,True
2023-04-08,35.5,98,5,4,0.9932568492674143,-0.11593459959550041,35.5,35.75,34.5,30.0,35.175,True,True
2023-04-09,35.5,99,6,4,0.9911140639934547,-0.1330147065341959,35.5,36.0,34.5,30.0,35.208333333333336,True,True
2023-04-10,35.5,100,0,4,0.9886775902323405,-0.1500553983446526,35.5,35.5,34.5,30.0,35.24166666666667,True,True
2023-04-11,35.5,101,1,4,0.9859481499638304,-0.16705162550211924,35.5,35.5,34.5,30.0,35.275,True,True
2023-04-12,35.5,102,2,4,0.9829265519799822,-0.18399835165768005,35.5,35.5,34.5,30.0,35.30833333333333,True,True
2023-04-13,35.5,103,3,4,0.9796136916454901,-0.20089055513063506,35.5,35.5,34.5,30.0,35.34166666666667,True,True
2023-04-14,35.5,104,4,4,0.9760105506323683,-0.21772323039653177,35.5,35.5,34.5,30.0,35.375,True,True
2023-04-15,35.5,105,5,4,0.9721181966290613,-0.23449138957040985,35.5,35.5,34.5,30.0,35.40833333333333,True,True
2023-04-16,35.5,106,6,4,0.9679377830240642,-0.25119006388481935,35.5,35.5,34.5,30.0,35.44166666666667,True,True
2023-04-17,35.5,107,0,4,0.9634705485641488,-0.2678143051621742,35.5,35.5,34.5,30.0,35.475,True,True
2023-04-18,35.5,108,1,4,0.9587178169872964,-0.2843591872810034,35.5,35.5,34.5,30.0,35.50833333333333,True,True
2023-04-19,35.5,109,2,4,0.9536809966304457,-0.30081980763566735,35.5,35.5,35.0,30.0,35.525,True,True
2023-04-20,35.5,110,3,4,0.9483615800121715,-0.3171912885891061,35.5,35.5,35.5,30.0,35.525,True,True
2023-04-21,35.5,111,4,4,0.9427611433904207,-0.3334687789181868,35.5,35.5,35.5,30.0,35.525,True,True
2023-04-22,35.5,112,5,4,0.9368813462954315,-0.3496474552512284,35.5,35.5,35.5,30.0,35.525,True,True
2023-04-23,35.5,113,6,4,0.9307239310379795,-0.36572252349726897,35.5,35.5,35.5,29.25,35.525,True,True
2023-04-24,35.5,114,0,4,0.9242907221930933,-0.3816892202666588,35.5,35.5,35.5,28.5,35.525,True,True
2023-04-25,35.5,115,1,4,0.9175836260593937,-0.39754281428255595,35.5,35.5,35.5,28.5,35.525,True,True
2023-04-26,35.5,116,2,4,0.9106046300942162,-0.4132786077829042,35.5,35.5,35.5,28.5,35.525,True,True
2023-04-27,35.5,117,3,4,0.9033558023246845,-0.4288919379124835,35.5,35.5,35.5,28.5,35.525,True,True
2023-04-28,35.5,118,4,4,0.895839290734909,-0.4443781781046132,35.5,35.5,35.5,28.5,35.525,True,True
2023-04-29,35.5,119,5,4,0.8880573226294932,-0.45973273945210397,35.5,35.5,35.5,28.5,35.525,True,True
2023-04-30,35.5,120,6,4,0.8800122039735357,-0.47495107206704995,35.5,35.5,35.5,28.5,35.525,True,True
2023-05-01,35.5,121,0,5,0.8717063187093218,-0.4900286664290592,35.5,35.5,35.75,28.5,35.516666666666666,True,True
2023-05-02,35.5,122,1,5,0.8631421280499114,-0.5049610547215204,35.5,35.5,36.0,28.5,35.5,True,True
2023-05-03,35.5,123,2,5,0.854322169749827,-0.5197438121555155,35.5,35.5,35.5,28.5,35.5,True,True
2023-05-04,35.5,124,3,5,0.8452490573530633,-0.5343725582809786,35.5,35.5,35.5,28.5,35.5,True,True
2023-05-05,35.5,125,4,5,0.8359254794186372,-0.548842958284719,35.5,35.5,35.5,28.5,35.5,True,True
2023-05-06,35.5,126,5,5,0.8263541987239096,-0.5631507242749186,35.5,35.5,35.5,28.5,35.5,True,True
2023-05-07,35.5,127,6,5,0.8165380514459161,-0.5772916165517272,35.5,35.5,35.5,28.5,35.5,True,True
2023-05-08,35.5,128,0,5,0.8064799463209448,-0.5912614448635781,35.5,35.5,35.5,28.5,35.5,True,True
2023-05-09,37.0,129,1,5,0.7961828637826158,-0.6050560696488488,35.5,35.5,35.5,28.5,35.55,True,True
2023-05-10,35.5,130,2,5,0.7856498550787147,-0.6186714032625031,37.0,35.5,35.5,28.5,35.55,True,True
2023-05-11,35.5,131,3,5,0.7748840413670407,-0.6321034111873487,35.5,35.5,35.5,28.5,35.55,True,True
2023-05-12,35.5,132,4,5,0.7638886127905428,-0.6453481132295501,35.5,35.5,35.5,28.5,35.55,True,True
2023-05-13,36.0,133,5,5,0.7526668275320085,-0.6584015846980488,35.5,35.5,35.5,28.5,35.56666666666667,True,True
2023-05-14,36.5,134,6,5,0.7412220108485958,-0.6712599575675313,36.0,35.5,35.5,28.5,35.6,True,True
2023-05-15,36.5,135,0,5,0.7295575540864875,-0.6839194216246106,36.5,35.5,35.5,28.5,35.63333333333333,True,True
2023-05-16,36.5,136,1,5,0.717676913675962,-0.6963762255968722,36.5,37.0,35.5,28.5,35.666666666666664,True,True
2023-05-17,36.5,137,2,5,0.705583610107178,-0.7086266782644596,36.5,35.5,35.5,27.5,35.7,True,True
2023-05-18,36.5,138,3,5,0.6932812268869777,-0.7206671495538609,36.5,35.5,35.5,27.5,35.733333333333334,True,True
2023-05-19,35.5,139,4,5,0.6807734094770161,-0.7324940716135789,36.5,35.5,35.5,27.0,35.733333333333334,True,True
2023-05-20,36.0,140,5,5,0.6680638642135335,-0.7441039398713607,35.5,36.0,35.5,27.0,35.75,True,True
2023-05-21,36.5,141,6,5,0.6551563572090853,-0.7554933140726803,36.0,36.5,35.5,27.75,35.78333333333333,True,True
2023-05-22,36.5,142,0,5,0.6420547132365637,-0.766658819300159,36.5,36.5,35.5,28.5,35.81666666666667,True,True
2023-05-23,36.5,143,1,5,0.6287628145958344,-0.7775971469736269,36.5,36.5,35.5,28.5,35.85,True,True
2023-05-24,36.5,144,2,5,0.6152845999633276,-0.7883050558305255,36.5,36.5,35.5,28.5,35.88333333333333,True,True
2023-05-25,36.5,145,3,5,0.6016240632249226,-0.7987793728863649,36.5,36.5,35.5,28.5,35.916666666666664,True,True
2023-05-26,36.5,146,4,5,0.5877852522924732,-0.8090169943749473,36.5,35.5,35.5,28.5,35.95,True,True
2023-05-27,36.5,147,5,5,0.5737722679043246,-0.8190148866680801,36.5,36.0,35.5,27.5,35.983333333333334,True,True
2023-05-28,36.5,148,6,5,0.5595892624101765,-0.8287700871745038,36.5,36.5,35.5,27.5,36.016666666666666,True,True
2023-05-29,36.5,149,0,5,0.545240438540651,-0.8382797052177744,36.5,36.5,35.5,27.5,36.05,True,True
2023-05-30,36.5,150,1,5,0.5307300481619334,-0.8475409228928311,36.5,36.5,35.5,27.5,36.083333333333336,True,True
2023-05-31,36.5,151,2,5,0.5160623910158528,-0.8565509959010036,36.5,36.5,35.5,27.5,36.11666666666667,True,True
2023-06-01,36.5,152,3,6,0.5012418134457758,-0.865307254363206,36.5,36.5,35.5,27.5,36.15,True,True
2023-06-02,36.5,153,4,6,0.48627270710868997,-0.8738071036110808,36.5,36.5,35.5,27.5,36.18333333333333,True,True
2023-06-03,36.0,154,5,6,0.4711595076738638,-0.8820480249558537,36.5,36.5,35.5,27.5,36.2,True,True
2023-06-04,35.5,155,6,6,0.4559066935084588,-0.8900275764346767,36.0,36.5,35.5,27.5,36.2,True,True
2023-06-05,35.5,156,0,6,0.440518784350495,-0.8977433935342337,35.5,36.5,35.5,27.5,36.2,True,True
2023-06-06,34.5,157,1,6,0.42500033996955416,-0.9051931898913974,35.5,36.5,35.5,27.5,36.166666666666664,True,True
2023-06-07,34.5,158,2,6,0.4093559588156213,-0.9123747579707273,34.5,36.5,35.5,27.5,36.13333333333333,True,True
2023-06-08,34.5,159,3,6,0.39359027665646673,-0.9192859697186104,34.5,36.5,37.0,27.5,36.05,True,True
2023-06-09,34.0,160,4,6,0.3777079652039649,-0.9259247771938498,34.5,36.5,35.5,27.5,36.0,True,True
2023-06-10,34.0,161,5,6,0.36171373072976765,-0.9322892131745133,34.0,36.0,35.5,27.5,35.95,True,True
2023-06-11,34.0,162,6,6,0.3456123126707335,-0.9383773917408641,34.0,35.5,35.5,27.5,35.9,True,True
2023-06-12,34.0,163,0,6,0.3294084822245304,-0.9441875088341993,34.0,35.5,36.0,27.5,35.833333333333336,True,True
2023-06-13,34.0,164,1,6,0.3131070409358269,-0.9497178427914316,34.0,34.5,36.5,27.5,35.75,True,True
2023-06-14,34.0,165,2,6,0.29671281927349075,-0.9549667548552551,34.0,34.5,36.5,27.5,35.666666666666664,True,True
2023-06-15,34.0,166,3,6,0.28023067519921585,-0.9599326896597447,34.0,34.5,36.5,27.5,35.583333333333336,True,True
2023-06-16,34.0,167,4,6,0.26366549272800704,-0.9646141756912435,34.0,34.0,36.5,25.5,35.5,True,True
2023-06-17,34.0,168,5,6,0.24702218048093552,-0.9690098257244062,34.0,34.0,36.5,25.5,35.416666666666664,True,True
2023-06-18,34.0,169,6,6,0.23030567023061221,-0.9731183372332619,34.0,34.0,35.5,25.5,35.36666666666667,True,True
2023-06-19,34.0,170,0,6,0.21352091543979612,-0.9769384927771817,34.0,34.0,36.0,25.5,35.3,True,True
2023-06-20,34.0,171,1,6,0.19667288979357647,-0.980469160361632,34.0,34.0,36.5,24.5,35.21666666666667,True,True
2023-06-21,34.0,172,2,6,0.1797665857255624,-0.9837092937736097,34.0,34.0,36.5,24.5,35.13333333333333,True,True
2023-06-22,34.0,173,3,6,0.16280701293851715,-0.986657932891657,34.0,34.0,36.5,24.5,35.05,True,True
2023-06-23,34.0,174,4,6,0.1457991969198751,-0.9893142039703663,34.0,34.0,36.5,24.5,34.96666666666667,True,True
2023-06-24,34.0,175,5,6,0.12874817745258132,-0.99167731989929,34.0,34.0,36.5,24.5,34.88333333333333,True,True
2023-06-25,34.0,176,6,6,0.11165900712169512,-0.993746580436178,34.0,34.0,36.5,26.25,34.8,True,True
2023-06-26,34.0,177,0,6,0.09453674981719912,-0.9955213724144752,34.0,34.0,36.5,28.0,34.71666666666667,True,True
2023-06-27,34.0,178,1,6,0.07738647923346301,-0.9970011699250151,34.0,34.0,36.5,28.0,34.63333333333333,True,True
2023-06-28,34.0,179,2,6,0.06021327736579302,-0.9981855344718586,34.0,34.0,36.5,28.0,34.55,True,True
2023-06-29,34.0,180,3,6,0.04302223300453059,-0.99907411510223,34.0,34.0,36.5,28.0,34.46666666666667,True,True
2023-06-30,34.0,181,4,6,0.02581844022713308,-0.9996666485105112,34.0,34.0,36.5,28.0,34.38333333333333,True,True
2023-07-01,34.0,182,5,7,0.008606996888688698,-0.9999629591162655,34.0,34.0,36.5,28.0,34.3,True,True
2023-07-02,34.0,183,6,7,-0.008606996888688009,-0.9999629591162655,34.0,34.0,36.5,27.75,34.21666666666667,True,True
2023-07-03,34.0,184,0,7,-0.02581844022713239,-0.9996666485105112,34.0,34.0,36.0,27.5,34.15,True,True
2023-07-04,34.0,185,1,7,-0.04302223300453034,-0.99907411510223,34.0,34.0,35.5,27.0,34.1,True,True
2023-07-05,34.0,186,2,7,-0.060213277365792774,-0.9981855344718586,34.0,34.0,35.5,26.5,34.05,True,True
2023-07-06,34.0,187,3,7,-0.07738647923346322,-0.9970011699250151,34.0,34.0,34.5,26.0,34.03333333333333,True,True
2023-07-07,34.0,188,4,7,-0.09453674981719933,-0.9955213724144752,34.0,34.0,34.5,26.0,34.016666666666666,True,True
2023-07-08,34.0,189,5,7,-0.11165900712169444,-0.9937465804361781,34.0,34.0,34.5,26.0,34.0,True,True
2023-07-09,34.0,190,6,7,-0.12874817745258066,-0.99167731989929,34.0,34.0,34.0,26.0,34.0,True,True
2023-07-10,34.0,191,0,7,-0.14579919691987442,-0.9893142039703664,34.0,34.0,34.0,26.0,34.0,True,True
2023-07-11,34.0,192,1,7,-0.16280701293851646,-0.9866579328916572,34.0,34.0,34.0,26.0,34.0,True,True
2023-07-12,34.0,193,2,7,-0.17976658572556214,-0.9837092937736098,34.0,34.0,34.0,26.0,34.0,True,True
2023-07-13,34.0,194,3,7,-0.19667288979357622,-0.9804691603616321,34.0,34.0,34.0,26.0,34.0,True,True
2023-07-14,34.0,195,4,7,-0.2135209154397959,-0.9769384927771817,34.0,34.0,34.0,26.0,34.0,True,True
2023-07-15,34.0,196,5,7,-0.23030567023061196,-0.973118337233262,34.0,34.0,34.0,26.0,34.0,True,True
2023-07-16,34.0,197,6,7,-0.24702218048093527,-0.9690098257244063,34.0,34.0,34.0,26.0,34.0,True,True
2023-07-17,36.0,198,0,7,-0.2636654927280072,-0.9646141756912435,34.0,34.0,34.0,26.0,34.06666666666667,True,True
2023-07-18,36.5,199,1,7,-0.2802306751992161,-0.9599326896597445,36.0,34.0,34.0,26.0,34.15,True,True
2023-07-19,36.5,200,2,7,-0.2967128192734901,-0.9549667548552553,36.5,34.0,34.0,26.0,34.233333333333334,True,True
2023-07-20,36.5,201,3,7,-0.3131070409358267,-0.9497178427914317,36.5,34.0,34.0,26.0,34.31666666666667,True,True
2023-07-21,36.5,202,4,7,-0.3294084822245302,-0.9441875088341994,36.5,34.0,34.0,26.5,34.4,True,True
2023-07-22,36.5,203,5,7,-0.3456123126707333,-0.9383773917408642,36.5,34.0,34.0,26.5,34.483333333333334,True,True
2023-07-23,36.5,204,6,7,-0.3617137307297674,-0.9322892131745134,36.5,34.0,34.0,26.5,34.56666666666667,True,True
2023-07-24,36.5,205,0,7,-0.37770796520396466,-0.9259247771938499,36.5,36.0,34.0,26.5,34.65,True,True
2023-07-25,36.5,206,1,7,-0.39359027665646645,-0.9192859697186105,36.5,36.5,34.0,26.5,34.733333333333334,True,True
2023-07-26,36.5,207,2,7,-0.4093559588156211,-0.9123747579707274,36.5,36.5,34.0,26.5,34.81666666666667,True,True
2023-07-27,36.5,208,3,7,-0.42500033996955394,-0.9051931898913975,36.5,36.5,34.0,26.5,34.9,True,True
2023-07-28,36.5,209,4,7,-0.4405187843504952,-0.8977433935342336,36.5,36.5,34.0,26.5,34.983333333333334,True,True
2023-07-29,36.5,210,5,7,-0.455906693508459,-0.8900275764346766,36.5,36.5,34.0,26.5,35.06666666666667,True,True
2023-07-30,36.5,211,6,7,-0.47115950767386394,-0.8820480249558535,36.5,36.5,34.0,26.5,35.15,True,True
2023-07-31,36.5,212,0,7,-0.4862727071086902,-0.8738071036110807,36.5,36.5,34.0,26.5,35.233333333333334,True,True
2023-08-01,36.5,213,1,8,-0.5012418134457756,-0.8653072543632061,36.5,36.5,34.0,26.5,35.31666666666667,True,True
2023-08-02,37.0,214,2,8,-0.5160623910158526,-0.8565509959010037,36.5,36.5,34.0,26.5,35.416666666666664,True,True
2023-08-03,37.0,215,3,8,-0.5307300481619331,-0.8475409228928312,37.0,36.5,34.0,26.5,35.516666666666666,True,True
2023-08-04,37.0,216,4,8,-0.5452404385406507,-0.8382797052177745,37.0,36.5,34.0,26.5,35.61666666666667,True,True
2023-08-05,37.0,217,5,8,-0.5595892624101763,-0.828770087174504,37.0,36.5,34.0,26.5,35.71666666666667,True,True
2023-08-06,37.0,218,6,8,-0.5737722679043243,-0.8190148866680802,37.0,36.5,34.0,26.5,35.81666666666667,True,True
2023-08-07,37.0,219,0,8,-0.5877852522924734,-0.8090169943749472,37.0,36.5,34.0,26.5,35.916666666666664,True,True
2023-08-08,37.0,220,1,8,-0.6016240632249227,-0.7987793728863648,37.0,36.5,34.0,26.5,36.016666666666666,True,True
2023-08-09,37.0,221,2,8,-0.6152845999633277,-0.7883050558305253,37.0,37.0,34.0,26.5,36.11666666666667,True,True
2023-08-10,37.0,222,3,8,-0.6287628145958345,-0.7775971469736268,37.0,37.0,34.0,26.5,36.21666666666667,True,True
2023-08-11,37.0,223,4,8,-0.6420547132365636,-0.7666588193001592,37.0,37.0,34.0,26.5,36.31666666666667,True,True
2023-08-12,37.0,224,5,8,-0.655156357209085,-0.7554933140726804,37.0,37.0,34.0,26.5,36.416666666666664,True,True
2023-08-13,37.0,225,6,8,-0.6680638642135333,-0.7441039398713608,37.0,37.0,34.0,26.5,36.516666666666666,True,True
2023-08-14,37.0,226,0,8,-0.6807734094770159,-0.7324940716135792,37.0,37.0,34.0,26.5,36.61666666666667,True,True
2023-08-15,37.0,227,1,8,-0.6932812268869771,-0.7206671495538615,37.0,37.0,34.0,26.5,36.71666666666667,True,True
2023-08-16,37.0,228,2,8,-0.7055836101071774,-0.70862667826446,37.0,37.0,36.0,26.5,36.75,True,True
2023-08-17,37.0,229,3,8,-0.7176769136759615,-0.6963762255968726,37.0,37.0,36.5,26.5,36.766666666666666,True,True
